config,question,answer,contexts,ground_truth,f1,bert_f1
Setup_Model4,What is Cardiac Tamponade?,"Cardiac tamponade is a life-threatening disorder that occurs when fluid accumulates under pressure inside the sac surrounding the heart, causing the heart to be squeezed. This leads to impaired cardiac filling and decreased cardiac output. It is a common complication of various conditions, including metastatic malignancy, uremia, viral or idiopathic pericarditis, and cardiac trauma. The fluid accumulation can cause an elevated intrapericardial pressure, exceeding 15 mm Hg.","['PERIODICALS\nHarvard Medical School. “Cardiac Rehabilitation.” Harvard\nHealth Letter, 7 no. 5 (Jan. 1997): 3-7.\nORGANIZATIONS\nAmerican Heart Association. 7320 Greenville Ave. Dallas, TX\n75231. (214) 373-6300. <http://www.americanheart.org>.\nPaula Anne Ford-Martin\nCardiac tamponade\nDefinition\nCardiac tamponade occurs when the heart is\nsqueezed by fluid that collects inside the sac that sur-\nrounds it.\nDescription\nThe heart is surrounded by a sac called the pericardi-', '14 Current Essentials of Medicine\n1 Cardiac Tamponade\n■ Essentials of Diagnosis\n• Life-threatening disorder occurring when pericardial ﬂuid accu-\nmulates under pressure; effusions rapidly increasing in size may\ncause an elevated intrapericardial pressure (> 15 mm Hg), lead-\ning to impaired cardiac ﬁlling and decreased cardiac output\n• Common causes include metastatic malignancy, uremia, viral or\nidiopathic pericarditis, and cardiac trauma; however, any cause of\npericarditis can cause tamponade']",Life-threatening disorder occurring when pericardial fluid accumulates under pressure; effusions rapidly increasing in size may cause an elevated intrapericardial pressure.,0.22988505747126436,0.8408547043800354
Setup_Model4,What defines Cor Pulmonale?,"Cor pulmonale is an increase in bulk of the right ventricle of the heart, generally caused by chronic diseases or malfunction of the lungs. This condition can lead to heart failure. It is also known as pulmonary heart disease. Cor pulmonale occurs in 25% of patients with chronic obstructive pulmonary disease. It is characterized by right ventricle enlargement.","['GALE ENCYCLOPEDIA OF MEDICINE 2\n917\nCor pulmonale', 'Cor pulmonale is an increase in bulk of the right\nventricle of the heart, generally caused by chronic dis-\neases or malfunction of the lungs. This condition can\nlead to heart failure.\nDescription\nCor pulmonale, or pulmonary heart disease, occurs in\n25% of patients with chronic obstructive pulmonary dis-\nGALE ENCYCLOPEDIA OF MEDICINE 2916\nCor pulmonale']","Heart failure resulting from pulmonary disease. Most commonly due to COPD; other causes include pulmonary fibrosis, pneumoconioses, recurrent pulmonary emboli...",0.10256410256410257,0.7601526975631714
Setup_Model4,What is Celiac Disease?,"Celiac disease is a condition where the body reacts abnormally to gluten, a protein found in wheat, rye, barley, and possibly oats. This reaction causes an inflammatory response in the small intestine, leading to tissue damage and impaired nutrient absorption. The inflammation and malabsorption result in various health problems throughout the body. It is a chronic autoimmune disorder.","['Celiac disease occurs when the body reacts abnor-\nmally to gluten, a protein found in wheat, rye, barley, and\npossibly oats. When someone with celiac disease eats\nfoods containing gluten, that person’s immune system\ncauses an inflammatory response in the small intestine,\nwhich damages the tissues and results in impaired ability\nto absorb nutrients from foods. The inflammation and\nmalabsorption create wide-ranging problems in many\nsystems of the body. Since the body’s own immune sys-', 'The type of inheritance pattern that celiac disease fol-\nlows is called multifactorial (caused by many factors,\nboth genetic and environmental). Researchers think that\nseveral factors must exist in order for the disease to\noccur. The patient must have a genetic predisposition to\ndevelop the disorder. Then, something in their environ-\nment acts as a stimulus, or “trigger,” to their immune sys-\ntem, causing the disease to become active for the first']",Celiac disease is a disease of the digestive system that damages the small intestine and interferes with the absorption of nutrients from food. It occurs when the body reacts abnormally to gluten.,0.26666666666666666,0.859315037727356
Setup_Model4,What are the symptoms of Tetanus?,"The symptoms of Tetanus include jaw stiffness followed by spasms (trismus), stiffness of the neck or other muscles, dysphagia, irritability, and hyperreflexia. Late symptoms include painful convulsions precipitated by minimal stimuli, and low-grade fever is also present.","['Chapter 8 Infectious Diseases 237\n8\nTetanus (Clostridium tetani)\n■ Essentials of Diagnosis\n• History of nondebrided wound or contamination may or may not\nbe obtained\n• Jaw stiffness followed by spasms (trismus)\n• Stiffness of neck or other muscles, dysphagia, irritability, hyper-\nreﬂexia; late, painful convulsions precipitated by minimal stim-\nuli; fever is low-grade\n■ Differential Diagnosis\n• Infectious meningitis\n• Rabies\n• Strychnine poisoning\n• Malignant neuroleptic syndrome\n• Hypocalcemia', '• Penicillin or metronidazole\n■ Pearl\nTetanus tops the list in “skin-popping” drug users with muscle spasm or\neven increased tone.\nReference\nGibson K, Bonaventure Uwineza J, Kiviri W, Parlow J. Tetanus in developing\ncountries: a case series and review. Can J Anaesth 2009;56:307. [PMID:\n19296192]']","Jaw stiffness followed by spasms (trismus). Stiffness of neck or other muscles, dysphagia, irritability, hyperreflexia; late, painful convulsions precipitated by minimal stimuli.",0.5423728813559323,0.9258787631988525
Setup_Model4,What is Dilated Cardiomyopathy?,Dilated cardiomyopathy is a form of congestive cardiomyopathy where the walls of the heart chambers stretch (dilate) to hold a greater volume of blood than normal. This is the most common form of cardiomyopathy. It is the final stage of many heart diseases and the most common form of cardiomyopathy.,"['Reference\nLuk A, Ahn E, Soor GS, Butany J. Dilated cardiomyopathy: a review. J Clin Pathol\n2009;62:219. [PMID: 19017683]', 'Congestive cardiomyopathy\nDefinition\nCardiomyopathy is an ongoing disease process that\ndamages the muscle wall of the lower chambers of the\nheart. Congestive cardiomyopathy is the most common\nform of cardiomyopathy. In congestive cardiomyopathy,\nalso called dilated cardiomyopathy, the walls of the heart\nchambers stretch (dilate) to hold a greater volume of\nblood than normal. Congestive cardiomyopathy is the\nfinal stage of many heart diseases and the most common']","A cause of systolic dysfunction, this represents a group of disorders that lead to congestive heart failure. Symptoms and signs of congestive heart failure: Exertional dyspnea, cough, fatigue, paroxysmal nocturnal dyspnea...",0.1728395061728395,0.7619558572769165
Setup_Model4,What defines Atrial Septal Defect?,Atrial Septal Defect is defined as holes in the septum.,"['12 Current Essentials of Medicine\n1 Atrial Septal Defect\n■ Essentials of Diagnosis\n• Patients with small defects are usually asymptomatic and have a\nnormal life span\n• Large shunts symptomatic by age 40, including exertional dysp-\nnea, fatigue, and palpitations\n• Paradoxical embolism may occur (ie, upper or lower extremity\nvenous thrombus embolizing to brain or extremity rather than\nlung) with transient shunt reversal\n• Right ventricular lift, widened and ﬁxed splitting of S2, and sys-', 'Holes in the septum are called septal defects.\nStenosis —The constricting or narrowing of an\nopening or passageway.\nfields and radio waves, can help physicians evaluate con-\ngenital heart disease, but is not always necessary. Physi-\ncians also may use a chest x ray to look at the size and\nlocation of the heart and lungs, or an electrocardiograph\n(ECG), which measures electrical impulses to create a\ngraph of the heart beat.\nTreatment\nCongenital heart disease is treated with drugs and/or']","Patients with small defects are usually asymptomatic and have a normal life span. Large shunts symptomatic by age 40, including exertional dyspnea, fatigue, and palpitations.",0.0,0.7281810641288757
Setup_Model4,What is Candidiasis?,"Candidiasis is an infection caused by the Candida species of fungi. It can manifest in various forms, including thrush (plaquelike or ulcerative lesions of the oral mucosa), vulvovaginitis, skin fold infections, or paronychia, and can also affect the esophagus, central nervous system, or cause disseminated disease in immunosuppressed patients.","['Chapter 8 Infectious Diseases 241\n8\nFUNGAL INFECTIONS\nCandidiasis (Candida Species)\n■ Essentials of Diagnosis\n• Plaquelike or ulcerative lesions of oral mucosa (thrush)\n• Vulvovaginitis, skin fold infections, or paronychia\n• Esophageal, central nervous system, or disseminated disease in\nimmunosuppressed patients\n• Endocarditis in patients with prosthetic valves\n• A compatible clinical picture, susceptible host, and ﬁnding\nCandida in specimens establish diagnosis\n■ Differential Diagnosis', 'may cause mouth infections in people with reduced\nimmune function, or in patients taking certain antibiotics.\nCandida can be found in virtually all normal people but\ncauses problems in only a fraction. In recent years, howev-\ner, several serious categories of candidiasis have become\nmore common, due to overuse of antibiotics, the rise of\nAIDS, the increase in organ transplantations, and the use of\ninvasive devices (catheters, artificial joints and valves)—all']","Candidiasis is an infection caused by a species of the yeast Candida, usually Candida albicans. This is a common cause of vaginal infections in women.",0.3243243243243243,0.8160960078239441
Setup_Model4,What are the symptoms of Tuberculosis?,"The symptoms of Tuberculosis include cough, dyspnea, fever, night sweats, weight loss, and hemoptysis. Lassitude and cachexia are also present in many cases. Additionally, posttussive apical rales may be present.","['238 Current Essentials of Medicine\n8\nTuberculosis (Mycobacterium tuberculosis)\n■ Essentials of Diagnosis\n• Most infections subclinical, with positive skin test only\n• Symptoms progressive and include cough, dyspnea, fever, night\nsweats, weight loss, and hemoptysis\n• In primary infection, mid-lung ﬁeld inﬁltrates with regional lym-\nphadenopathy; pleural effusion common\n• Apical ﬁbronodular pulmonary inﬁltrate on chest ﬁlm, with or\nwithout cavitation, is most typical in reactivated disease', '60 Current Essentials of Medicine\n2\nPulmonary Tuberculosis\n■ Essentials of Diagnosis\n• Lassitude, weight loss, fever, cough, night sweats, hemoptysis\n• Cachexia in many; posttussive apical rales occasionally present\n• Apical or subapical inﬁltrates with cavities classic in reactivation\ntuberculosis; pleural effusion in primary tuberculosis, likewise\nmid-lung inﬁltration, but any radiographic abnormality possible\n• Positive skin test to intradermal puriﬁed protein derivative (PPD)']","Symptoms progressive and include cough, dyspnea, fever, night sweats, weight loss, and hemoptysis. In primary infection, mid-lung field infiltrates with regional lymphadenopathy; pleural effusion common.",0.4363636363636364,0.8829604387283325
Setup_Model4,What are Calcium Channel Blockers?,"Calcium Channel Blockers are medicines that slow the movement of calcium into the cells of the heart and blood vessels. This action relaxes blood vessels, increases the supply of oxygen-rich blood to the heart, and reduces the heart's workload. They are used to treat various conditions, including high blood pressure and heart-related issues. The recommended dosage depends on the type, strength, and form of the medication.","['and injectable forms. Some commonly used calcium\nchannel blockers include amlopidine (Norvasc), dilti-\nazem (Cardizem), isradipine (DynaCirc), nifedipine\n(Adalat, Procardia), nicardipine (Cardene), and vera-\npamil (Calan, Isoptin, Verelan).\nThe recommended dosage depends on the type,\nstrength, and form of calcium channel blocker and the\ncondition for which it is prescribed. Correct dosage is\ndetermined by the prescribing physician and further\ninformation can be obtained from the pharmacist.', 'CAH see Congenital adrenal hyperplasia\nCaisson disease see Decompression\nsickness\nCalcaneal spurs see Heel spurs\nCalcitonin see Bone disorder drugs\nCalcium carbonate see Antacids\nCalcium channel blockers\nDefinition\nCalcium channel blockers are medicines that slow\nthe movement of calcium into the cells of the heart and\nblood vessels. This, in turn, relaxes blood vessels,\nincreases the supply of oxygen-rich blood to the heart,\nand reduces the heart’s workload.\nPurpose']","Calcium channel blockers are medicines that slow the movement of calcium into the cells of the heart and blood vessels. This, in turn, relaxes blood vessels, increases the supply of oxygen-rich blood to the heart, and reduces the heart's workload.",0.490566037735849,0.9202771782875061
Setup_Model4,What is Carbon Monoxide Poisoning?,"Carbon monoxide poisoning results from exposure to incomplete combustion of carbonaceous fossil fuels, such as automobile exhaust, smoke inhalation, or improperly vented gas heaters. This exposure causes tissue hypoxia, primarily affecting organs with high oxygen demand, such as the heart and brain. Symptoms are nonspecific and flu-like, including fatigue, headache, dizziness, abdominal pain, nausea, and confusion. With more severe intoxication, symptoms can progress to lethargy, syncope, seizures, and coma.","['Chapter 22 Poisoning 549\n22\nCarbon Monoxide\n■ Essentials of Diagnosis\n• May result from exposure to any incomplete combustion of any\ncarbonaceous fossil fuel (eg, automobile exhaust, smoke inhala-\ntion, improperly vented gas heater)\n• Causes tissue hypoxia and thus affects the organs with highest\noxygen demand (heart, brain)\n• Symptoms nonspeciﬁc and ﬂulike: Fatigue, headache, dizziness,\nabdominal pain, nausea, confusion\n• With more severe intoxication, lethargy, syncope, seizures, coma', 'Description\nCarbon monoxide, sometimes called coal gas, has\nbeen known as a toxic substance since the third century\nB.C. It was used for executions and suicides in early Rome.\nToday it is the leading cause of accidental poisoning in the\nUnited States. According to the Journal of the American\nMedical Association, 1,500 Americans die each year from\naccidental exposure to CO, and another 2,300 from inten-\ntional exposure (suicide). An additional 10,000 people']","Carbon monoxide (CO) poisoning occurs when carbon monoxide gas is inhaled. CO is a colorless, odorless, highly poisonous gas that is produced by incomplete combustion.",0.10638297872340427,0.7667525410652161
Setup_Model4,What characterizes Tinea Versicolor?,"Tinea Versicolor is characterized by finely scaling patches on the upper trunk and upper arms, which are usually asymptomatic. The lesions appear yellowish or brownish on pale skin, or hypopigmented on dark skin. It is caused by the yeast of the genus Malassezia. On microscopic KOH examination, short, thick hyphae and large numbers of spores are visible.","['446 Current Essentials of Medicine\nTinea Versicolor (Pityriasis Versicolor)\n■ Essentials of Diagnosis\n• Finely scaling patches on upper trunk and upper arms, usually\nasymptomatic\n• Lesions yellowish or brownish on pale skin, or hypopigmented on\ndark skin\n• Caused by yeast of the genus Malassezia\n• Short, thick hyphae and large numbers of spores on microscopic\nKOH examination\n• Wood’s light helpful in deﬁning extent of lesions\n■ Differential Diagnosis\n• Seborrheic dermatitis\n• Pityriasis rosea', '• Topical tar preparations\n• Phototherapy may be helpful in severe cases\n• Sedative antihistamines to relieve pruritus, given at bedtime\n• Antibiotics when signs of impetiginization are present (ﬁssures,\ncrusts, erosions, or pustules)\n• Systemic steroids only in highly selected, refractory cases\n■ Pearl\nIf it scales, scrape it; KOH (Potassum Hydroxide) preparation should\nalways be examined to rule out tinea corporis.\nReference']","Finely scaling patches on upper trunk and upper arms, usually asymptomatic. Lesions yellowish or brownish on pale skin, or hypopigmented on dark skin.",0.475,0.880861759185791
Setup_Model4,What characterizes Urticaria (Hives)?,"Urticaria (Hives) is characterized by pale or red, evanescent, edematous papules or plaques surrounded by a red halo with severe itching or stinging. The wheals appear suddenly and resolve in hours. It can be acute (complete remission within 6 weeks) or chronic. The symptoms often include sudden onset and short duration.","['Chapter 15 Dermatologic Disorders 447\nUrticaria (Hives) and Angioedema\n■ Essentials of Diagnosis\n• Pale or red, evanescent, edematous papules or plaques surrounded\nby red halo with severe itching or stinging; wheals appear suddenly\nand resolve in hours\n• Acute (complete remission within 6 weeks) or chronic\n• Subcutaneous swelling (angioedema) occurs alone or with\nurticaria; eyelids and lips often affected; respiratory involvement\nmay produce airway obstruction, and gastrointestinal involve-', '■ Differential Diagnosis\n• Hereditary or acquired complement-mediated angioedema\n• Physical urticarias (pressure, cold, heat, solar, vibratory, cholin-\nergic, aquagenic)\n• Urticarial hypersensitivity reactions to insect bites\n• Urticarial vasculitis\n• Bullous pemphigoid (urticarial phase)\n• Cutaneous mastocytosis\n• Erythema multiforme\n• Cryopyrin-associated periodic syndromes\n■ Treatment\n• Treat acute urticaria with antihistamines and avoid identiﬁed trig-']","Pale or red, evanescent, edematous papules or plaques surrounded by red halo with severe itching or stinging; wheals appear suddenly and resolve in hours.",0.56,0.9074302911758423
Setup_Model4,What characterizes Vitiligo?,"Vitiligo is characterized by depigmented white patches surrounded by a normal, hyperpigmented, or occasionally inflamed border. Hairs in the affected area usually turn white. It can have a localized form (focal, segmental, or mucosal) or a generalized form, with the vulgaris subtype having widely scattered patches and the acrofacial subtype affecting distal fingers and facial orifices. The universal form depigments the entire body surface.","['448 Current Essentials of Medicine\nVitiligo\n■ Essentials of Diagnosis\n• Depigmented white patches surrounded by a normal, hyperpig-\nmented, or occasionally inﬂamed border\n• Hairs in affected area usually turn white\n• Localized form may be focal, segmental, or mucosal\n• Generalized form most common; vulgaris subtype has widely\nscattered patches; acrofacial subtype affects distal ﬁngers and\nfacial oriﬁces\n• Universal form depigments entire body surface', 'extensive disease in highly selected patients\n■ Pearl\nAn under-appreciated part of the endocrine immunopathies; consider\nthyroid or other autoimmune diseases in symptomatic patients.\nReference\nWhitton ME, Ashcroft DM, González U. Therapeutic interventions for vitiligo.\nJ Am Acad Dermatol 2008;59:713. [PMID: 18793940]\n15']","Depigmented white patches surrounded by a normal, hyperpigmented, or occasionally inflamed border. Hairs in affected area usually turn white.",0.4578313253012048,0.8878493905067444
